respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur6,b_dur9,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
215,80,Male,Christian,Married,No,None,3,NA,,20260909002,-2.30801,-1.25233,-1.53629,-2.47224,-3.14818,-0.0893016,0.134072,0.160228,0.23606,0.0441368,1.10901,0.463674,0.531565,0.636919,2.27127,1.98639,0.492755,1.31933,1.34884,2.43297,-0.926122,-1.07456,-0.203782,-0.0320328,-0.34772,-0.856193,-1.53362,-3.5534,-0.237147
216,55,Female,Christian,Married,No,Long COVID,2,NA,,20260909002,-2.26879,-1.12637,-1.41034,-2.33749,-2.91751,-0.254709,-0.0818815,-0.0340613,-0.0625887,-0.03739,1.02962,0.318311,0.507044,0.747686,1.80732,1.92801,0.411448,1.3768,1.40582,2.19304,-0.881075,-1.04031,-0.178955,0.0302534,-0.362222,-0.815764,-1.46381,-3.48742,-0.233715
217,50,Female,No religion,Divorced,No,Had COVID,1,NA,,20260909002,-2.33649,-1.30368,-1.57855,-2.55637,-2.89733,-0.230161,-0.110085,-0.0841618,-0.130404,-0.290365,1.16107,0.756812,0.685624,1.00744,2.23639,2.03098,0.643558,1.43066,1.61097,2.32319,-0.898891,-1.06545,-0.148414,0.00963018,-0.334184,-0.801583,-1.53542,-3.59586,-0.250331
218,35,Male,Christian,Married,Yes,None,1,NA,,20260909002,-2.57144,-1.45964,-1.60987,-2.57922,-3.24507,-0.101219,-0.0343456,-0.0048317,0.0553358,0.00792682,1.13502,0.545233,0.656867,0.801558,2.33517,2.2751,0.865386,1.5061,1.62665,2.75015,-0.878367,-1.07852,-0.174847,0.0401896,-0.38386,-0.857494,-1.5353,-3.49185,-0.228549
219,56,Female,No religion,Married,No,Had COVID,2,NA,,20260909002,-2.28723,-1.32361,-1.56297,-2.56666,-3.29977,-0.342187,-0.0303658,0.0118104,-0.0042223,-0.0168711,1.05577,0.526332,0.494757,0.814913,2.39896,2.21217,0.690913,1.40709,1.64413,2.64321,-0.90834,-1.08867,-0.200662,-0.0458371,-0.352523,-0.828537,-1.54213,-3.52533,-0.243147
220,66,Male,Christian,Single,No,Had COVID,4,NA,,20260909002,-2.18916,-1.17985,-1.432,-2.50273,-3.01602,-0.192757,0.0233354,-0.0658005,0.0412802,-0.0702078,0.93365,0.360901,0.489861,0.690849,2.03577,1.92809,0.47041,1.29302,1.36555,2.29608,-0.898493,-1.01898,-0.180406,0.0144919,-0.29751,-0.730447,-1.50109,-3.45547,-0.212962
221,29,Female,Christian,Widowed,Yes,None,2,NA,,20260909002,-2.31771,-1.24028,-1.55339,-2.47918,-2.87551,-0.297647,-0.0997838,0.00770337,-0.0364012,-0.138571,1.06326,0.441145,0.512597,0.818032,1.92992,2.10001,0.59092,1.44363,1.6229,2.17629,-0.845296,-1.01434,-0.142307,-0.0117368,-0.318975,-0.837262,-1.51032,-3.47654,-0.21674
222,19,Male,Christian,Single,No,None,2,NA,,20260909002,-2.33778,-1.18812,-1.57967,-2.41272,-3.0371,-0.0857561,-0.118017,0.0749465,0.0914892,-0.136689,1.16972,0.394942,0.623653,0.665339,2.13799,2.09696,0.61952,1.45007,1.44838,2.54181,-0.85777,-1.07131,-0.165884,0.090973,-0.369755,-0.815189,-1.52236,-3.46629,-0.194117
223,49,Male,Muslim,Divorced,No,None,1,NA,,20260909002,-2.32427,-1.23532,-1.41894,-2.51977,-3.05672,-0.057144,0.0987387,0.00940182,0.19438,0.00521237,1.165,0.418979,0.49216,0.984103,1.98614,2.06044,0.567535,1.32248,1.47468,2.2839,-0.860608,-1.01071,-0.180843,-0.053044,-0.283793,-0.794903,-1.44315,-3.40187,-0.210435
224,73,Female,Christian,Widowed,No,None,1,NA,,20260909002,-2.59523,-1.34515,-1.63401,-2.73172,-3.17695,-0.0236908,0.0775522,0.107594,-0.0101856,0.0622107,1.45942,0.722159,0.657353,1.21424,2.38844,2.32687,0.646601,1.4173,1.86869,2.39615,-0.880248,-1.02437,-0.130188,0.0401467,-0.320159,-0.813511,-1.58477,-3.50498,-0.240009
225,48,Male,Christian,Separated,Yes,Had COVID,3,NA,,20260909002,-2.23415,-1.30523,-1.4625,-2.42019,-3.29673,-0.16872500000000001,0.0234895,0.00754423,-0.0734274,-0.0797377,1.05691,0.507806,0.501859,0.828574,2.36431,1.87159,0.450025,1.25517,1.40044,2.54066,-0.867304,-1.04936,-0.124516,0.0316545,-0.324553,-0.760806,-1.48912,-3.46085,-0.194552
226,81,Female,Christian,Widowed,No,None,1,NA,,20260909002,-2.33355,-1.32553,-1.63487,-2.70054,-3.21604,-0.0783011,0.0757709,0.0942053,0.118499,0.0573003,0.963463,0.354383,0.535883,0.795871,2.00765,2.1099,0.6914,1.49122,1.71175,2.66977,-0.873372,-1.0478,-0.155438,0.0399827,-0.310738,-0.813654,-1.53575,-3.50221,-0.210364
227,35,Male,Jewish,Married,Yes,Had COVID,2,NA,,20260909002,-2.48399,-1.40339,-1.56366,-2.5916,-3.32688,-0.143941,0.0598586,0.0526465,0.0272601,-0.0426504,1.43662,0.717072,0.70635,1.29173,2.5082,2.13004,0.657552,1.32678,1.46502,2.59209,-0.935723,-1.04673,-0.170327,0.0136206,-0.331121,-0.798376,-1.52268,-3.48076,-0.247067
228,45,Male,No religion,Divorced,No,None,4,NA,,20260909002,-2.31461,-1.28882,-1.61725,-2.54525,-3.2355,0.0210672,0.0478385,0.150819,0.219668,0.0889737,1.04458,0.583431,0.624451,0.749108,2.26006,1.94828,0.539972,1.46771,1.49411,2.42747,-0.913647,-1.06869,-0.16442,0.0246405,-0.316902,-0.761626,-1.51151,-3.49341,-0.207984
229,20,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.24072,-1.25847,-1.51633,-2.51007,-3.30788,-0.34715,-0.123586,-0.0643804,-0.026096,-0.0285769,1.02766,0.564789,0.496865,0.855624,2.3615,2.04724,0.631979,1.44082,1.50198,2.58674,-0.862972,-1.05832,-0.159984,-0.00737757,-0.254563,-0.729943,-1.4925,-3.43972,-0.229064
230,70,Male,Not answered,Married,No,None,2,NA,,20260909002,-2.36369,-1.21371,-1.61776,-2.58025,-3.15424,-0.535675,-0.391408,-1.7636e-4,-0.172708,-0.437129,1.38335,0.768559,0.748065,1.03191,2.35343,2.26049,0.568087,1.33788,1.53832,2.45441,-0.910612,-1.07732,-0.112502,0.0162685,-0.32738,-0.838214,-1.62229,-3.62357,-0.187889
231,30,Male,No religion,Single,No,None,3,NA,,20260909002,-2.3405300000000002,-1.4275,-1.67493,-2.6388,-3.53852,-0.251306,-0.0849983,0.00766183,0.07449,-0.00449836,1.41057,0.794063,0.869866,1.18415,2.64113,2.01101,0.650965,1.46818,1.59711,2.74994,-0.860408,-1.06759,-0.145356,0.025467,-0.336398,-0.826677,-1.52898,-3.44182,-0.202673
232,33,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-2.29214,-1.22332,-1.54833,-2.66383,-3.04118,-0.33003,-0.0951317,0.0365409,0.155807,-0.141198,1.08953,0.520886,0.554939,0.921328,2.11405,2.10157,0.610495,1.33842,1.47895,2.50834,-0.913729,-1.04581,-0.199264,0.0186481,-0.292444,-0.771006,-1.56143,-3.53327,-0.1998
233,24,Female,No religion,Single,No,Had COVID,1,NA,,20260909002,-2.09393,-1.14292,-1.4333,-2.34799,-3.19074,-0.263093,-0.125901,-0.0823142,-0.00625303,-0.0130395,0.681436,0.353245,0.406765,0.460358,2.18659,1.94466,0.647216,1.35052,1.30572,2.64784,-0.868989,-1.05076,-0.1687,0.0220332,-0.321265,-0.813788,-1.53881,-3.53057,-0.201498
234,58,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-2.2112,-1.16787,-1.44842,-2.28778,-3.11532,-0.232178,-0.142632,-0.0255952,-0.105198,-0.0818549,1.11862,0.546573,0.627776,0.818267,2.15525,2.04001,0.499975,1.40138,1.45602,2.52988,-0.838015,-0.998081,-0.166065,-0.0124112,-0.291037,-0.842836,-1.47656,-3.43134,-0.263439
235,79,Male,Christian,Widowed,Yes,Had COVID,3,NA,,20260909002,-2.08482,-1.05834,-1.48348,-2.51069,-2.7643,-0.34764,-0.221747,-0.00682057,-0.0547016,-0.116387,0.927303,0.37674,0.463929,0.828184,1.75035,1.96109,0.535588,1.3597,1.69047,2.15271,-0.816458,-1.014,-0.135533,0.0358171,-0.303365,-0.747383,-1.47689,-3.42456,-0.20992
236,31,Female,No religion,Married,No,None,1,NA,,20260909002,-2.62884,-1.41915,-1.70868,-2.41046,-3.17039,-0.0195639,0.113625,0.093942,0.126762,0.1081,1.60234,0.848649,0.892406,0.854318,2.48572,2.25003,0.604941,1.52682,1.40021,2.48892,-0.7764,-0.969635,-0.20829,-0.0132319,-0.309495,-0.801963,-1.56771,-3.46989,-0.239085
237,76,Male,No religion,Single,No,Had COVID,1,NA,,20260909002,-2.49807,-1.39796,-1.60577,-2.44615,-3.28629,-0.128194,-0.00493576,0.0647045,-0.0572885,0.0635954,1.12,0.489653,0.594367,0.7657,2.26908,2.24723,0.663058,1.4624,1.57014,2.65587,-0.828565,-1.01491,-0.191845,-0.045043,-0.369876,-0.898858,-1.49841,-3.50315,-0.236103
238,68,Female,Christian,Single,No,None,1,NA,,20260909002,-2.32123,-1.11036,-1.465,-2.45042,-3.21651,-0.088342,-0.148962,0.00372776,-0.0938672,-0.154187,1.05411,0.425883,0.564954,0.826658,2.33684,1.95899,0.499477,1.33849,1.50664,2.53611,-0.88802,-1.02822,-0.185973,-0.0384689,-0.379112,-0.810631,-1.53102,-3.48482,-0.2348
239,82,Male,Muslim,Married,No,None,1,NA,,20260909002,-2.19321,-1.14444,-1.57532,-2.34108,-3.18508,-0.259778,-0.195338,-0.0201134,-0.212288,-0.171421,0.772842,0.354308,0.549387,0.612818,2.26879,1.92346,0.479537,1.47827,1.38904,2.5044400000000002,-0.898537,-1.08162,-0.143595,0.0406274,-0.304263,-0.767977,-1.53379,-3.50039,-0.257701
240,39,Female,No religion,Married,Yes,Had COVID,4,NA,,20260909002,-2.2588,-1.31018,-1.56784,-2.60305,-3.2627100000000002,-0.28073,-0.0796189,-0.0359386,0.0110256,-0.0748454,1.10747,0.461427,0.62496,0.932571,2.3715,2.00311,0.590063,1.41115,1.48256,2.47416,-0.844247,-1.02586,-0.202664,0.11523,-0.295358,-0.808233,-1.50328,-3.47519,-0.195217
241,47,Female,Christian,Married,Yes,None,2,NA,,20260909002,-2.08214,-1.09592,-1.52572,-2.24713,-2.85944,-0.253991,-0.164955,0.0552199,-0.156643,-0.158809,0.810432,0.179595,0.521783,0.553579,1.76469,1.77096,0.395453,1.34077,1.24574,2.23556,-0.89826,-1.08612,-0.197507,-0.0324279,-0.33392,-0.800624,-1.52924,-3.47715,-0.209485
242,26,Male,No religion,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909002,-2.5457,-1.42848,-1.74244,-2.70014,-3.37454,-0.0534917,-0.0899204,0.0866393,0.081323,0.0491763,1.26471,0.700468,0.758185,0.998754,2.46387,2.29281,0.788004,1.54153,1.64701,2.69443,-0.849451,-0.991535,-0.202954,-0.0123786,-0.296073,-0.796221,-1.50066,-3.49898,-0.210237
243,62,Male,No religion,Married,No,Had COVID,3,NA,,20260909002,-2.47217,-1.33635,-1.6285,-2.58857,-3.10716,-0.141525,0.0436704,0.149796,0.238021,0.118882,1.20171,0.527776,0.546863,0.80231,2.08586,2.11216,0.53759,1.28536,1.40481,2.35691,-0.878974,-1.01601,-0.204129,0.00727247,-0.337724,-0.808203,-1.55597,-3.51259,-0.203144
244,30,Female,No religion,Single,No,Bereaved,3,NA,,20260909002,-2.22255,-1.05871,-1.37427,-2.20912,-3.07547,-0.0898722,-0.0220397,0.00608939,-0.115579,0.0572561,1.24109,0.460631,0.536506,0.815296,2.1964,1.97511,0.397592,1.25618,1.38237,2.34911,-0.894875,-1.04294,-0.175452,-0.0141789,-0.292659,-0.810825,-1.45731,-3.41199,-0.23539
245,41,Female,Christian,Married,No,None,4,4,Conspiracy Ideation,20260909002,-2.43278,-1.36183,-1.58542,-2.69381,-3.19582,-0.296376,-0.0986601,0.126487,0.22131,-0.217692,1.19431,0.483496,0.497777,0.77307,2.21517,2.0472,0.6348,1.38064,1.49123,2.53544,-0.850551,-0.992692,-0.172572,0.0602554,-0.347956,-0.816709,-1.49096,-3.44659,-0.195031
246,34,Male,No religion,Single,Yes,Had COVID,1,NA,,20260909002,-2.1639,-1.12209,-1.52875,-2.34153,-3.02911,-0.213408,-0.0597306,0.063168,-0.0619111,-0.0942477,1.07392,0.384146,0.575947,0.755818,2.27318,1.94777,0.395643,1.3608,1.39703,2.29141,-0.87892,-1.03594,-0.174944,-0.0441552,-0.367555,-0.78348,-1.52773,-3.52004,-0.226824
247,85,Male,No religion,Married,No,None,3,NA,,20260909002,-2.60598,-1.26409,-1.5654,-2.73307,-3.13639,-0.273062,-0.09723,0.0119916,-0.0154126,-0.0794897,1.43462,0.537008,0.590147,1.05374,2.36949,2.36825,0.653327,1.4329,1.78774,2.49246,-0.828109,-1.05981,-0.225545,0.00745352,-0.369085,-0.844705,-1.56372,-3.55379,-0.229003
248,23,Male,Christian,Single,No,Had COVID,2,NA,,20260909002,-2.58353,-1.27917,-1.58596,-2.70178,-3.15355,-0.248632,-0.0917133,0.00104419,0.0100597,-0.0959574,1.43474,0.557486,0.575811,1.00674,2.32527,2.34088,0.642193,1.42526,1.81916,2.47754,-0.833248,-1.06714,-0.218264,-0.00187862,-0.362424,-0.844611,-1.55574,-3.56791,-0.230418
249,30,Female,Christian,Single,Yes,None,1,NA,,20260909002,-2.32757,-1.30641,-1.63568,-2.62165,-3.25405,-0.23842,-0.145681,-0.028402,-0.0627906,-0.24134,1.2116,0.643744,0.722349,1.04717,2.37149,2.23054,0.813754,1.49537,1.836,2.79045,-0.885614,-1.03751,-0.160707,0.0311512,-0.273478,-0.755474,-1.52201,-3.48983,-0.216787
250,24,Female,Christian,Single,No,None,1,NA,,20260909002,-2.43016,-1.26965,-1.55771,-2.45109,-3.08629,-0.153477,0.0531329,0.0391262,0.0520411,-0.100923,1.12648,0.278608,0.505368,0.711321,1.86706,1.96789,0.401186,1.30772,1.43831,2.40364,-0.915685,-1.09158,-0.161719,0.0178926,-0.359565,-0.828918,-1.59114,-3.59289,-0.209732
251,45,Female,Not answered,Single,No,Had COVID,2,NA,,20260909002,-2.28911,-1.14789,-1.53536,-2.47308,-2.90913,-0.374093,-0.192123,0.0661868,0.017628,-0.197203,1.34596,0.600822,0.656107,1.09335,2.18188,2.20108,0.629393,1.52087,1.56455,2.43097,-0.927296,-1.09169,-0.200771,-0.0596175,-0.330117,-0.902014,-1.55754,-3.58045,-0.255919
252,58,Female,No religion,Married,No,None,3,NA,,20260909002,-2.28079,-1.13277,-1.56848,-2.56375,-2.87739,-0.187395,-0.121207,0.0536831,0.111475,-0.0880355,1.07599,0.586555,0.624676,0.967603,2.03385,2.19382,0.567844,1.47836,1.81341,2.24945,-0.866392,-1.01164,-0.191475,0.0363049,-0.375026,-0.807569,-1.54281,-3.5077,-0.211739
253,90,Female,No religion,Divorced,No,Had COVID,1,NA,,20260909002,-2.43494,-1.38655,-1.68983,-2.77573,-3.24786,-0.132735,-0.0928856,0.169336,0.209564,-0.138658,1.18407,0.787973,0.698989,1.15164,2.40521,2.10482,0.759781,1.52638,1.65597,2.67219,-0.870983,-1.06165,-0.183705,-0.0531824,-0.28498,-0.786666,-1.51401,-3.54623,-0.230483
254,52,Male,No religion,Married,Yes,Had COVID,3,NA,,20260909002,-2.52031,-1.32609,-1.73278,-2.60881,-3.465,-0.0913402,-0.0297529,0.0413239,-0.0612163,-0.0764747,1.27341,0.690673,0.772998,0.947696,2.59697,2.19179,0.658273,1.58925,1.71474,2.80632,-0.886996,-1.06458,-0.167483,0.0748043,-0.330752,-0.773265,-1.51284,-3.45699,-0.207367
255,42,Female,Christian,Married,Yes,Had COVID,2,NA,,20260909002,-2.45403,-1.30744,-1.64823,-2.54893,-3.21913,-0.195519,0.0413212,0.118956,-0.0060683,0.0394293,1.36465,0.450331,0.594275,0.824298,2.17847,2.03664,0.533396,1.38584,1.45745,2.51101,-0.847569,-1.02736,-0.12896,0.0173288,-0.337065,-0.85132,-1.5756,-3.52872,-0.21859
256,22,Male,Christian,Single,No,Had COVID,4,NA,,20260909002,-2.44677,-1.35904,-1.64818,-2.4975,-3.12788,-0.247333,-0.0202189,0.0724478,-0.108576,-0.0862831,1.24312,0.584245,0.607547,0.923943,2.1534,2.19396,0.591469,1.49769,1.56982,2.42777,-0.870835,-1.06605,-0.165645,-0.0246846,-0.363742,-0.846588,-1.5693,-3.5111,-0.212752
257,22,Female,No religion,Single,No,None,3,NA,,20260909002,-2.26879,-1.12637,-1.41034,-2.33749,-2.91751,-0.254709,-0.0818815,-0.0340613,-0.0625887,-0.03739,1.02962,0.318311,0.507044,0.747686,1.80732,1.92801,0.411448,1.3768,1.40582,2.19304,-0.881075,-1.04031,-0.178955,0.0302534,-0.362222,-0.815764,-1.46381,-3.48742,-0.233715
258,51,Female,Christian,Married,No,None,2,NA,,20260909002,-2.61874,-1.54584,-1.61525,-2.77721,-3.44669,-0.0840303,-0.0206526,0.0895724,0.168214,-0.00965915,1.45677,0.901653,0.700171,1.16153,2.6811,2.20981,0.783704,1.34466,1.59465,2.64131,-0.908847,-1.0583,-0.19362,0.0259727,-0.356746,-0.818285,-1.52356,-3.5158,-0.208664
259,58,Male,No religion,Married,No,Bereaved,1,NA,,20260909002,-2.57762,-1.42792,-1.62857,-2.7795,-3.13355,-0.11124,-0.0589468,0.0943081,-0.0491012,-0.123233,1.33709,0.667043,0.610251,1.22216,2.14094,2.31396,0.712913,1.30447,1.72098,2.48928,-0.859665,-1.02599,-0.164626,0.0506931,-0.292522,-0.813405,-1.56691,-3.51863,-0.173426
260,48,Male,Buddhist,Single,Yes,None,2,NA,,20260909002,-2.58228,-1.59211,-1.65711,-2.65967,-3.44693,0.135986,0.262125,0.138796,0.282528,0.311216,1.23069,0.617888,0.562606,0.755492,2.25838,2.11298,0.621221,1.45552,1.52353,2.56602,-0.941534,-1.10282,-0.152805,0.0205376,-0.299587,-0.849794,-1.57798,-3.51413,-0.223902
261,64,Male,Christian,Divorced,No,Bereaved,2,NA,,20260909002,-2.36636,-1.35191,-1.41228,-2.50581,-3.15008,-0.306137,-0.189076,-0.0752879,-0.0999768,-0.305866,1.19133,0.633836,0.412573,0.732154,2.28961,2.20027,0.754478,1.26093,1.5356,2.61472,-0.912615,-1.05386,-0.144439,0.0100839,-0.338306,-0.797959,-1.53036,-3.50415,-0.209347
262,54,Male,Christian,Married,Yes,Had COVID,3,NA,,20260909002,-2.3949,-1.32015,-1.63939,-2.65932,-3.10215,-0.143195,0.0893709,0.041822,0.296676,0.0228901,1.24941,0.614119,0.669494,0.867188,2.21025,2.21816,0.577126,1.36548,1.49951,2.53565,-0.863237,-1.05752,-0.147807,0.0159186,-0.317666,-0.777342,-1.58592,-3.58042,-0.206772
263,37,Female,Christian,Married,No,Long COVID,2,3,Communitarianism,20260909002,-2.40884,-1.31876,-1.47148,-2.45412,-3.20885,-0.114695,0.0235859,0.0374264,0.0789611,0.0360057,1.17003,0.443728,0.66942,0.867998,2.07289,2.25327,0.752882,1.46242,1.7639,2.73299,-0.863737,-0.969824,-0.208096,-0.0473198,-0.316918,-0.81537,-1.41835,-3.35415,-0.224807
264,25,Male,Jewish,Single,No,Had COVID,1,NA,,20260909002,-2.29546,-1.29002,-1.58606,-2.6007,-3.06455,-0.105556,0.0180749,0.118389,0.0412023,-0.108216,1.14701,0.648867,0.552709,0.932742,2.22181,2.04165,0.569147,1.38174,1.42683,2.38719,-0.892395,-1.06251,-0.159665,0.0397073,-0.293479,-0.737669,-1.49993,-3.43059,-0.182904
265,87,Female,No religion,Married,No,None,3,NA,,20260909002,-2.61174,-1.4054,-1.50438,-2.65407,-3.27194,-0.229018,-0.141495,-0.122152,-0.0852768,-0.147853,1.36387,0.662555,0.647783,1.137,2.36483,2.35247,0.731187,1.38118,1.61437,2.5899,-0.907569,-1.11226,-0.220906,-0.0229187,-0.374915,-0.863989,-1.52146,-3.53442,-0.218627
266,78,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.42265,-1.2639,-1.50942,-2.48601,-2.98527,-0.0288138,-0.0401869,0.115561,0.0709951,-0.108976,1.0051,0.404559,0.398657,0.696032,1.88002,1.94075,0.490454,1.31906,1.3932,2.29957,-0.823788,-1.03715,-0.138415,0.00119054,-0.398997,-0.810503,-1.54217,-3.4718,-0.171598
267,45,Male,Christian,Single,No,Had COVID,2,NA,,20260909002,-2.34999,-1.19243,-1.4735,-2.56747,-3.26256,-0.245178,-0.00811954,-0.0856123,-0.0536638,0.12743,1.01258,0.354822,0.486532,0.822168,2.31906,2.27443,0.547491,1.34623,1.68479,2.51565,-0.903993,-1.04873,-0.164957,0.0453511,-0.364881,-0.804656,-1.54189,-3.58593,-0.237061
268,41,Female,Christian,Married,No,None,4,NA,,20260909002,-2.42392,-1.39387,-1.6002,-2.43386,-3.21293,-0.424657,-0.194824,-0.163438,-0.240907,-0.385335,1.26022,0.635836,0.621693,0.716687,2.29904,2.35939,0.860398,1.50353,1.618,2.82096,-0.851714,-1.04417,-0.216366,0.0337163,-0.327305,-0.764298,-1.53402,-3.5146,-0.211375
269,27,Female,No religion,Married,Yes,None,4,NA,,20260909002,-2.39965,-1.25188,-1.53987,-2.46243,-3.17266,-0.363575,-0.303861,-0.0940745,-0.19309,-0.290384,1.2221,0.563165,0.554628,0.913762,2.18705,1.93521,0.523658,1.31856,1.37939,2.3593,-0.801534,-1.02503,-0.146932,0.0491233,-0.393555,-0.833774,-1.52084,-3.51114,-0.219143
270,73,Female,Not answered,Married,No,Bereaved,2,NA,,20260909002,-2.40774,-1.35435,-1.64814,-2.55158,-3.36241,-0.297481,-0.0550715,-0.0549966,-0.0423024,-0.139115,1.41054,0.683618,0.735725,1.05627,2.52585,2.18703,0.633227,1.43981,1.51259,2.66701,-0.808352,-1.02229,-0.12139,-0.0136259,-0.351726,-0.803329,-1.53374,-3.52187,-0.200781
271,45,Male,No religion,Married,No,None,3,NA,,20260909002,-2.43627,-1.3625,-1.66425,-2.60266,-3.28876,-0.300017,-0.0385605,0.0554766,-0.0740858,0.1046,1.301,0.622309,0.673713,1.03139,2.31903,2.39971,0.717217,1.54888,1.75386,2.60684,-0.849734,-1.00344,-0.204989,0.0508697,-0.311286,-0.76007,-1.52419,-3.48831,-0.211491
272,70,Male,Christian,Married,No,None,3,NA,,20260909002,-2.29252,-1.17409,-1.46508,-2.50775,-2.92727,-0.26668,-0.101482,-0.00574574,-0.0787123,-0.125986,1.11122,0.525904,0.477728,0.988165,2.04769,1.95721,0.44085800000000003,1.30102,1.56368,2.18211,-0.899236,-1.0091,-0.204646,-0.0577592,-0.349095,-0.848233,-1.55132,-3.56236,-0.232883
273,70,Female,No religion,Married,No,None,2,NA,,20260909002,-2.28458,-1.15431,-1.55723,-2.45807,-3.08258,-0.180561,-0.0084886,0.14696,-0.0770149,-0.174785,1.08225,0.39705,0.499307,0.793327,1.98803,1.95819,0.397752,1.32719,1.35431,2.39146,-0.909312,-1.06721,-0.18491,0.0127531,-0.315417,-0.817968,-1.54218,-3.51642,-0.208537
274,77,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-2.07552,-1.0729,-1.41837,-2.47337,-3.06351,-0.52462,-0.381061,-0.0356077,-0.0289806,-0.414494,0.880223,0.311177,0.454979,0.673067,2.0975,1.98321,0.536929,1.25609,1.43563,2.53756,-0.8563,-1.05169,-0.197629,0.0100063,-0.306389,-0.800255,-1.54418,-3.53267,-0.229679
275,31,Male,Christian,Married,Yes,None,2,NA,,20260909002,-2.15573,-1.08451,-1.48681,-2.33239,-2.91163,-0.211489,-0.0409411,0.0653668,-0.0168435,-0.174381,0.977008,0.400221,0.431094,0.574118,2.05732,1.86967,0.324379,1.19802,1.32146,2.3893,-0.862718,-1.03681,-0.160679,0.00770855,-0.283768,-0.780503,-1.54387,-3.49855,-0.229764
276,27,Male,Christian,Single,No,None,1,NA,,20260909002,-2.36699,-1.4289,-1.59828,-2.72666,-3.33346,-0.31305500000000003,-0.121575,0.0137025,0.134633,-0.132187,1.29815,0.72586,0.608573,1.05155,2.43617,2.19399,0.778381,1.43894,1.60928,2.78355,-0.866967,-1.03776,-0.160276,0.0185672,-0.307915,-0.789106,-1.52127,-3.53213,-0.209668
277,31,Male,Jewish,Divorced,Yes,Had COVID,4,NA,,20260909002,-2.31609,-1.10388,-1.48169,-2.31621,-2.9507,0.0568361,0.0281733,0.215501,0.108313,-0.0706019,1.19731,0.454955,0.638478,0.848625,1.98778,2.14417,0.54083,1.38768,1.38002,2.44935,-0.943605,-1.06454,-0.188699,-0.00185494,-0.297064,-0.862503,-1.48616,-3.43942,-0.272524
278,47,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.30825,-1.26862,-1.52303,-2.54822,-3.01593,-0.156331,-0.156301,0.0843707,0.00537852,-0.113297,1.21628,0.599904,0.63025,0.993869,2.02136,1.96104,0.587047,1.37493,1.50716,2.43637,-0.891227,-1.00956,-0.175874,0.0335616,-0.33779,-0.829445,-1.42744,-3.40905,-0.220996
279,60,Female,No religion,Married,No,None,4,NA,,20260909002,-2.26146,-1.34817,-1.55697,-2.4699,-3.10687,-0.0738076,-0.0392932,0.106104,0.0895905,-0.0950088,0.997135,0.597003,0.581113,0.735171,2.29221,1.96751,0.718299,1.35732,1.37399,2.51474,-0.874863,-1.0564,-0.196165,0.00761025,-0.296692,-0.733703,-1.45418,-3.38426,-0.237709
280,36,Male,Hindu,Single,No,None,1,NA,,20260909002,-2.36706,-1.33061,-1.52666,-2.56424,-3.18313,-0.111809,-0.0177166,0.0432156,0.170615,-0.112582,1.18996,0.733822,0.561768,0.953215,2.32584,2.26859,0.795013,1.39621,1.53167,2.7141,-0.889901,-1.10496,-0.154911,0.0291671,-0.313398,-0.823511,-1.52156,-3.52295,-0.22362
281,72,Female,Christian,Married,No,None,3,NA,,20260909002,-2.41096,-1.32296,-1.64042,-2.68589,-2.98624,-0.149299,0.00474718,-0.00444925,0.0907011,-0.109387,1.25724,0.661298,0.777339,1.08668,2.09147,2.17589,0.637913,1.57178,1.76858,2.29557,-0.861102,-1.02411,-0.20684,-0.0339143,-0.348313,-0.779395,-1.51566,-3.44233,-0.233423
282,21,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.39563,-1.19665,-1.51698,-2.51106,-3.05699,-0.347564,-0.257481,0.0419312,-0.0685845,-0.224649,1.22184,0.494987,0.580698,0.932404,2.09907,2.15427,0.556524,1.35032,1.63951,2.36548,-0.868372,-1.02831,-0.190041,-0.0484573,-0.347135,-0.789518,-1.49438,-3.48163,-0.214884
