respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur6,b_dur9,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
1095,64,Male,No religion,Married,No,Had COVID,3,NA,,20260909002,-2.49462,-1.36561,-1.64157,-2.44376,-3.30737,-0.00672212,0.175742,0.178189,0.0938886,0.102492,1.4064,0.705826,0.658537,0.860016,2.36712,2.16833,0.663365,1.46373,1.38613,2.59692,-0.86892,-1.02829,-0.195296,0.00986917,-0.303985,-0.775142,-1.48402,-3.47838,-0.199421
1096,48,Male,Buddhist,Married,Yes,None,1,5,Institutional Trust and Technocratic Governance,20260909002,-2.40124,-1.18077,-1.55576,-2.45618,-2.89298,-0.0928368,-0.0317153,0.163884,0.16977,-0.210917,1.09648,0.403149,0.523349,0.759567,2.07026,2.08973,0.531664,1.34706,1.4,2.39787,-0.87474,-0.973829,-0.184139,-0.0103671,-0.34846,-0.796826,-1.48619,-3.43269,-0.228529
1097,57,Male,No religion,Married,Yes,Had COVID,4,NA,,20260909002,-2.21652,-1.00991,-1.3676,-2.20645,-3.00004,-0.106968,0.00665699,-0.0157129,-0.067231,0.0656916,1.08941,0.34198,0.409923,0.590481,2.01026,2.02388,0.457625,1.37587,1.29551,2.30503,-0.88674,-1.05883,-0.175559,0.0048229,-0.26267,-0.753432,-1.50331,-3.54267,-0.20989
1098,81,Male,Christian,Widowed,No,None,1,NA,,20260909002,-2.44782,-1.36095,-1.49586,-2.59339,-3.43254,-0.174721,-0.0671225,-0.0895413,-0.131602,-0.254981,1.34255,0.801881,0.769567,1.16727,2.76066,2.21056,0.723772,1.35494,1.62761,2.88529,-0.846448,-1.03677,-0.167159,-0.0207466,-0.300613,-0.79785,-1.49976,-3.49386,-0.251629
1099,60,Female,Christian,Married,No,None,4,NA,,20260909002,-2.51065,-1.23449,-1.70477,-2.55653,-3.0728,0.0210887,-0.0552315,0.0567665,0.0776736,-0.0919957,1.2012100000000001,0.479015,0.693634,0.979441,2.0498,2.10781,0.475875,1.45506,1.51353,2.44742,-0.811811,-1.01158,-0.178572,-0.00585573,-0.307334,-0.754014,-1.5756,-3.49933,-0.212116
1100,45,Female,Hindu,Married,Yes,Had COVID,1,NA,,20260909002,-2.35724,-1.23706,-1.54262,-2.46304,-3.27872,-0.310985,-0.225225,-0.0277227,-0.0216693,-0.200654,1.27621,0.688339,0.611513,0.906012,2.49842,2.24152,0.730801,1.45224,1.58823,2.8481,-0.856549,-1.04906,-0.186262,-0.00631721,-0.372615,-0.869086,-1.54117,-3.59252,-0.219418
1101,43,Male,No religion,Married,Yes,None,3,NA,,20260909002,-2.1939,-1.06341,-1.42835,-2.40752,-2.72596,-0.171736,-0.00768719,0.110594,0.0849264,-0.141944,0.96646,0.328859,0.455297,0.875416,1.8498000000000001,1.90412,0.301432,1.23427,1.3338699999999999,2.07065,-0.862699,-1.03935,-0.209979,-0.0327733,-0.379797,-0.788267,-1.48116,-3.52341,-0.260745
1102,47,Female,Hindu,Married,No,None,1,NA,,20260909002,-2.42131,-1.35768,-1.61083,-2.56992,-3.17277,-0.0179907,0.0750997,0.198669,0.0836178,0.184057,1.15272,0.492865,0.531071,0.968119,2.11796,1.93476,0.461703,1.28501,1.46708,2.22144,-0.887363,-1.06577,-0.17428,0.0293356,-0.353196,-0.79934,-1.57317,-3.44492,-0.208706
1103,84,Male,No religion,Married,No,Bereaved,1,NA,,20260909002,-2.42071,-1.29145,-1.5136,-2.41234,-3.24656,-0.0177186,0.158776,0.143549,0.233739,0.161299,1.31621,0.587215,0.619575,0.828334,2.30178,2.00009,0.504089,1.2598800000000001,1.2306,2.42284,-0.849261,-1.04455,-0.197889,-0.00952081,-0.376859,-0.881212,-1.49044,-3.50105,-0.247953
1104,83,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.25481,-1.18981,-1.56138,-2.44625,-3.23467,-0.177904,-0.0351414,0.061064,-0.00447766,-0.0605491,1.06687,0.394633,0.529955,0.690303,2.13647,1.97865,0.46588,1.3606,1.30941,2.62141,-0.858334,-1.04996,-0.137704,0.0754545,-0.314488,-0.735219,-1.50414,-3.51732,-0.190477
1105,40,Female,Muslim,Divorced,Yes,None,2,NA,,20260909002,-2.36317,-1.28797,-1.57329,-2.33659,-2.862,-0.0637569,-0.0100446,0.104792,-0.0105413,-0.0775392,1.11918,0.558987,0.592936,0.836506,2.07014,1.98439,0.632021,1.291,1.23653,2.19159,-0.89538,-1.08944,-0.22982,-0.0102845,-0.340294,-0.787534,-1.59148,-3.51657,-0.264353
1106,40,Male,Christian,Single,No,Bereaved,4,NA,,20260909002,-2.00306,-0.900538,-1.24922,-2.11073,-2.50523,-0.495125,-0.322059,-0.231666,-0.293781,-0.560488,1.08464,0.33873,0.44797,0.763981,1.7764,1.88801,0.373183,1.2662,1.33323,2.11885,-0.899334,-1.07688,-0.164401,0.00438685,-0.307241,-0.757049,-1.47871,-3.41222,-0.190812
1107,18,Male,Christian,Single,No,None,4,NA,,20260909002,-2.33307,-1.1779,-1.62546,-2.44752,-2.9265,-0.321679,-0.254862,-0.0102378,-0.209015,-0.35536,1.15607,0.463719,0.622332,0.747052,2.17119,1.94004,0.410749,1.34599,1.25583,2.24098,-0.881981,-1.06843,-0.161177,0.0211143,-0.28303,-0.686392,-1.57512,-3.56093,-0.20127
1108,57,Male,Christian,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909002,-2.19537,-1.19916,-1.55265,-2.63024,-2.98827,-0.0685966,-0.048921,0.0685859,0.10928,-0.129458,1.07972,0.578625,0.510595,1.00585,2.29217,1.77735,0.457958,1.24651,1.45143,2.50709,-0.872861,-1.03605,-0.152843,0.0600626,-0.329961,-0.831457,-1.56677,-3.50906,-0.243114
1109,64,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.34298,-1.13371,-1.42132,-2.31113,-3.01171,-0.21585,-0.0232477,0.0291975,-0.074774,-0.137704,1.25406,0.459985,0.465399,0.800627,2.30854,2.20211,0.584138,1.25798,1.42795,2.42835,-0.859442,-1.00159,-0.197211,-0.0166477,-0.35702,-0.804551,-1.51678,-3.45119,-0.213051
1110,56,Female,No religion,Married,Yes,Had COVID,4,NA,,20260909002,-2.41569,-1.23309,-1.62116,-2.50014,-2.98896,-0.219668,-0.0735993,0.0984038,0.0212641,-0.0751323,1.31356,0.427326,0.565513,0.875242,1.94921,2.2366,0.528786,1.37041,1.58081,2.35884,-0.851452,-1.06938,-0.154175,-0.00884437,-0.303109,-0.835522,-1.49389,-3.48154,-0.210048
1111,24,Female,No religion,Single,No,Had COVID,3,NA,,20260909002,-2.44172,-1.18759,-1.50487,-2.69973,-3.20579,-0.127317,-0.0848662,-0.0156176,0.268479,-0.163053,1.20383,0.503761,0.518428,0.743949,2.38581,1.92486,0.306477,1.25134,1.28597,2.44947,-0.869517,-1.0438,-0.214389,-0.0560533,-0.29142,-0.78108,-1.53666,-3.53459,-0.236182
1112,73,Female,Muslim,Married,No,None,3,NA,,20260909002,-2.41541,-1.45564,-1.56645,-2.60792,-3.31704,-0.204536,0.00511674,-0.029312,0.0454324,0.00311831,1.1542,0.618567,0.599783,1.08529,2.32016,2.16182,0.779455,1.46129,1.52635,2.65982,-0.874405,-1.04165,-0.157434,0.0229184,-0.332979,-0.821778,-1.49541,-3.44771,-0.228082
1113,35,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-2.27115,-1.25032,-1.5249,-2.47487,-3.27186,-0.128128,0.071483,0.021358,0.033593,0.0643776,1.1254,0.508535,0.557204,0.732469,2.16312,1.8626,0.471126,1.22973,1.21269,2.53031,-0.848033,-1.0601,-0.175519,0.0431486,-0.326994,-0.761895,-1.51717,-3.47446,-0.2219
1114,70,Male,No religion,Divorced,No,None,1,NA,,20260909002,-2.5093,-1.26807,-1.69096,-2.56472,-3.18709,-0.156965,-0.175104,0.189487,0.034138,-0.158544,1.31554,0.482851,0.650885,0.789625,2.18198,2.2802,0.669165,1.35279,1.47294,2.63264,-0.899523,-1.03544,-0.152031,0.00674804,-0.308714,-0.846864,-1.553,-3.44759,-0.170396
1115,66,Female,Christian,Widowed,No,None,1,NA,,20260909002,-2.09986,-1.23435,-1.38121,-2.26841,-3.19964,-0.152211,0.103364,0.0403225,-0.142438,0.0681258,1.02914,0.495613,0.460579,0.835353,2.37693,1.78317,0.466399,1.17462,1.36135,2.41262,-0.849286,-1.02756,-0.197021,-0.058923,-0.340724,-0.814857,-1.49725,-3.50409,-0.213938
1116,61,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-2.36327,-1.22683,-1.6623000000000001,-2.49377,-3.25556,-0.133629,-0.0388459,0.0152144,0.0685841,0.16788,1.11011,0.448921,0.654773,0.904246,2.06995,2.07714,0.48625,1.42149,1.44126,2.44249,-0.874858,-1.01796,-0.135151,0.00549135,-0.3642,-0.825165,-1.55777,-3.56393,-0.220951
1117,46,Male,Muslim,Married,No,None,2,NA,,20260909002,-2.34931,-1.21205,-1.50755,-2.47391,-3.11767,-0.287525,-0.179056,-0.00706118,-0.0552601,-0.0985256,1.31461,0.575417,0.612106,0.907768,2.23458,2.12621,0.429594,1.28979,1.38414,2.29599,-0.86596,-1.07247,-0.195362,-0.0026759,-0.358388,-0.805949,-1.49651,-3.48291,-0.226841
1118,90,Male,No religion,Married,No,None,2,NA,,20260909002,-2.29419,-1.12189,-1.39245,-2.42502,-2.9541,-0.299666,-0.195436,-0.0957781,-0.117272,-0.245575,1.29916,0.479328,0.514838,0.714084,2.25167,1.93606,0.354057,1.15217,1.34608,2.23408,-0.78202,-1.02886,-0.189444,-0.0130046,-0.350145,-0.803517,-1.533,-3.47022,-0.256371
1119,63,Male,Christian,Married,No,None,1,NA,,20260909002,-2.39965,-1.25188,-1.53987,-2.46243,-3.17266,-0.363575,-0.303861,-0.0940745,-0.19309,-0.290384,1.2221,0.563165,0.554628,0.913762,2.18705,1.93521,0.523658,1.31856,1.37939,2.3593,-0.801534,-1.02503,-0.146932,0.0491233,-0.393555,-0.833774,-1.52084,-3.51114,-0.219143
1120,41,Female,No religion,Divorced,No,None,1,NA,,20260909002,-2.12323,-1.13516,-1.38866,-2.33921,-3.10619,-0.231537,-0.0581449,-0.00955953,0.122735,-0.0104118,1.04169,0.440589,0.464408,0.714447,2.23448,1.95489,0.593011,1.29676,1.3073,2.53863,-0.835023,-1.05258,-0.16392,-0.0230048,-0.328856,-0.770515,-1.52263,-3.49843,-0.219006
1121,28,Female,No religion,Divorced,No,Had COVID,4,NA,,20260909002,-2.44794,-1.33246,-1.4596,-2.45901,-3.15595,-0.111359,-0.0011923,0.00851738,0.162309,-0.054889,1.30882,0.667856,0.523417,0.632436,2.18136,2.13118,0.63417,1.30593,1.45131,2.63263,-0.902172,-1.03515,-0.167224,0.0407034,-0.321453,-0.77814,-1.50774,-3.42903,-0.186691
1122,32,Female,Not answered,Married,No,None,3,NA,,20260909002,-2.23724,-1.19877,-1.50005,-2.38586,-3.29162,-0.276418,-0.153885,-0.02585,-0.18635,-0.140086,0.943944,0.314535,0.465135,0.67283,2.30271,2.1046,0.661096,1.44384,1.60629,2.75171,-0.898994,-1.05469,-0.199224,-0.0166562,-0.28435,-0.820785,-1.49047,-3.49169,-0.223412
1123,38,Male,Christian,Married,Yes,Bereaved,1,NA,,20260909002,-2.28277,-1.33436,-1.46853,-2.49914,-2.9988,-0.376153,-0.124237,-0.0328098,-0.144664,-0.06758,1.01336,0.443288,0.461133,0.881878,1.93347,2.07149,0.660052,1.38758,1.61564,2.41509,-0.874316,-1.0511,-0.2259,0.0144172,-0.33632,-0.79091,-1.53125,-3.51921,-0.174933
1124,55,Female,No religion,Married,No,None,3,3,Communitarianism,20260909002,-2.33778,-1.18812,-1.57967,-2.41272,-3.0371,-0.0857561,-0.118017,0.0749465,0.0914892,-0.136689,1.16972,0.394942,0.623653,0.665339,2.13799,2.09696,0.61952,1.45007,1.44838,2.54181,-0.85777,-1.07131,-0.165884,0.090973,-0.369755,-0.815189,-1.52236,-3.46629,-0.194117
1125,27,Female,No religion,Married,No,None,4,NA,,20260909002,-2.05006,-0.976453,-1.34624,-2.29056,-2.94782,-0.366672,-0.189372,-0.028381,-0.0739187,-0.0862963,1.14213,0.511547,0.541837,0.952826,2.09368,1.95599,0.38476900000000003,1.20827,1.27497,2.25378,-0.864309,-1.02653,-0.163592,-0.0424023,-0.298108,-0.789925,-1.51046,-3.46089,-0.174375
1126,38,Male,Hindu,Married,Yes,Had COVID,2,NA,,20260909002,-2.47488,-1.31845,-1.68607,-2.67243,-2.96391,-0.034499,-0.0232326,0.0313623,0.20729,-0.0904319,1.17078,0.537543,0.764248,0.775832,2.1103,1.96786,0.515327,1.48138,1.44484,2.18696,-0.823752,-1.01565,-0.151213,0.0172222,-0.33674,-0.770967,-1.545,-3.49417,-0.219686
1127,78,Female,No religion,Married,No,None,4,NA,,20260909002,-2.52713,-1.3813,-1.64322,-2.66703,-3.42334,-0.123674,0.0287948,0.0809282,0.097618,-0.0450395,1.32221,0.685791,0.759002,1.06968,2.69356,2.12427,0.570999,1.48464,1.65217,2.66501,-0.875537,-0.987198,-0.210506,0.0385618,-0.351634,-0.803041,-1.51564,-3.50096,-0.233638
1128,35,Female,No religion,Married,Yes,Had COVID,3,NA,,20260909002,-2.22081,-1.22413,-1.42079,-2.32885,-3.07044,-0.179353,-0.0347282,-0.0995336,-0.154117,-0.105105,1.24225,0.558182,0.618703,1.07571,2.24872,2.13544,0.636735,1.45235,1.5195,2.51414,-0.905534,-1.03624,-0.188894,0.0366526,-0.354735,-0.8701,-1.45644,-3.45395,-0.20465
1129,58,Male,Jewish,Separated,No,None,2,NA,,20260909002,-2.3598,-1.3131,-1.56527,-2.54724,-3.23483,-0.070432,0.0112567,0.0408704,-0.0363113,-0.014446,1.17382,0.546682,0.588426,0.96861,2.24244,2.17512,0.690762,1.39008,1.67834,2.60017,-0.828733,-1.06128,-0.127928,-0.0364467,-0.37281,-0.852126,-1.55168,-3.55963,-0.195694
1130,76,Male,Christian,Married,No,None,1,NA,,20260909002,-2.37097,-1.34182,-1.67668,-2.60415,-3.16373,-0.0674044,0.084596,0.0722597,0.13126,-0.0409742,1.22033,0.67981,0.7554,0.948699,2.28593,1.9918,0.710313,1.53385,1.61163,2.54962,-0.912212,-1.05355,-0.162271,0.014881,-0.313583,-0.789697,-1.49629,-3.4743,-0.179232
1131,56,Male,No religion,Divorced,Yes,Had COVID,2,NA,,20260909002,-2.21652,-1.00991,-1.3676,-2.20645,-3.00004,-0.106968,0.00665699,-0.0157129,-0.067231,0.0656916,1.08941,0.34198,0.409923,0.590481,2.01026,2.02388,0.457625,1.37587,1.29551,2.30503,-0.88674,-1.05883,-0.175559,0.0048229,-0.26267,-0.753432,-1.50331,-3.54267,-0.20989
1132,65,Female,No religion,Divorced,No,Had COVID,1,NA,,20260909002,-2.35552,-1.33128,-1.47711,-2.31069,-3.13106,-0.266474,-0.0899031,-0.0370517,-0.193108,-0.0285438,1.31834,0.726036,0.654262,0.940296,2.32504,2.16135,0.637624,1.33174,1.50174,2.49659,-0.895581,-1.02612,-0.138868,-0.0179073,-0.311752,-0.816811,-1.56667,-3.54201,-0.25312
1133,21,Male,No religion,Single,No,Had COVID,4,NA,,20260909002,-2.40462,-1.41868,-1.57715,-2.53917,-3.42151,-0.213109,-0.0878199,-0.0116445,0.00689259,-0.0488123,1.25662,0.684807,0.57790300000000006,0.951714,2.26671,2.14321,0.734863,1.4236,1.54163,2.77038,-0.918243,-1.04953,-0.204986,-0.00658289,-0.313305,-0.85238100000000006,-1.50694,-3.42476,-0.199531
1134,36,Female,No religion,Married,No,Had COVID,2,2,Libertarianism,20260909002,-2.26943,-1.09479,-1.42025,-2.31332,-2.84807,-0.114479,-0.0677504,0.11586,0.0596318,-0.0783974,1.19369,0.394923,0.417648,0.590585,1.832,1.92854,0.401913,1.17868,1.12451,2.15321,-0.872678,-1.07431,-0.133953,0.0605483,-0.291129,-0.780775,-1.51975,-3.50502,-0.197426
1135,59,Female,Muslim,Married,No,None,3,NA,,20260909002,-2.43415,-1.36958,-1.62749,-2.63463,-3.16601,-0.0693967,0.0873234,0.125255,0.0693717,-0.0171985,1.15615,0.570775,0.591514,0.79821,2.24182,2.0133,0.574748,1.45772,1.5679,2.40354,-0.852483,-1.02191,-0.173843,-0.0191594,-0.365814,-0.776649,-1.54021,-3.49734,-0.242207
1136,22,Female,Christian,Single,No,Had COVID,4,NA,,20260909002,-2.30878,-1.24459,-1.62903,-2.52044,-2.99504,-0.162237,-0.0498003,0.0945813,0.0930705,-0.139419,1.35473,0.754557,0.76892,0.918221,2.3115,2.0174,0.605429,1.44702,1.42169,2.46589,-0.871718,-0.971758,-0.142854,0.0406592,-0.328438,-0.771388,-1.52097,-3.53066,-0.279489
1137,53,Male,Christian,Divorced,No,Had COVID,3,NA,,20260909002,-2.3983,-1.33114,-1.49612,-2.39592,-3.1486,-0.121565,0.0647761,0.0626656,-0.0202964,-0.246844,1.07946,0.520468,0.457113,0.726606,2.1167,2.28168,0.682605,1.32989,1.50219,2.70839,-0.911576,-1.02169,-0.238554,-0.0217898,-0.349246,-0.852608,-1.53983,-3.54788,-0.203059
1138,71,Female,Not answered,Divorced,No,Bereaved,2,NA,,20260909002,-2.26666,-1.22027,-1.55854,-2.40733,-3.07758,-0.354767,-0.128054,-0.0485318,-0.161395,-0.183652,1.08192,0.475455,0.662428,0.814463,2.0679,2.08219,0.55152,1.45861,1.51574,2.41706,-0.906277,-1.08161,-0.182604,0.0122492,-0.294366,-0.829313,-1.51729,-3.49576,-0.23736
1139,22,Female,Not answered,Single,No,Had COVID,2,NA,,20260909002,-2.17389,-1.21158,-1.46985,-2.56884,-3.11989,-0.254349,-0.137735,-0.0562399,-0.0154604,-0.0141428,1.10898,0.606141,0.541979,1.05368,2.13686,1.88849,0.446827,1.2543,1.47362,2.48351,-0.850042,-1.07749,-0.114434,0.0836422,-0.332644,-0.767886,-1.55248,-3.47674,-0.183861
1140,60,Female,Christian,Single,Yes,Had COVID,1,1,Scientific Rationalism,20260909002,-2.24098,-1.05862,-1.44056,-2.23896,-2.79313,-0.502508,-0.310653,-0.031332,-0.136917,-0.463878,1.39622,0.716498,0.640302,0.904081,2.24871,2.03663,0.388126,1.29162,1.37978,2.2374,-0.885712,-1.07429,-0.212566,-0.0686643,-0.362333,-0.824163,-1.54703,-3.49333,-0.239168
1141,43,Male,No religion,Married,No,None,2,NA,,20260909002,-2.30371,-1.13811,-1.50639,-2.42452,-3.09499,-0.247867,-0.0874347,-0.0533886,-0.306062,-0.0978967,1.35339,0.48687,0.642909,0.999017,2.17875,1.79136,0.314863,1.18559,1.45442,2.45426,-0.840563,-1.0574,-0.210524,-0.0252834,-0.307501,-0.793182,-1.58067,-3.5604,-0.238783
1142,59,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.12909,-1.02997,-1.42607,-2.34962,-3.06403,-0.156601,-0.102898,-0.0247114,0.0909428,-0.116686,0.626322,0.0252999,0.409368,0.463734,1.78183,1.83281,0.348606,1.21875,1.2055,2.32572,-0.868929,-1.06468,-0.131488,-0.0744429,-0.338127,-0.858639,-1.52763,-3.53041,-0.17837
1143,25,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-2.3025,-1.18851,-1.65775,-2.46923,-3.28781,-0.17877,-0.0654913,0.0908606,-0.0242202,-0.160566,1.03741,0.429832,0.623708,0.795302,2.36111,2.02646,0.493266,1.50761,1.54502,2.61751,-0.849882,-1.01105,-0.148232,0.0410005,-0.342643,-0.827537,-1.52498,-3.53104,-0.190425
1144,22,Female,Muslim,Single,No,None,3,NA,,20260909002,-2.44143,-1.37546,-1.69179,-2.59661,-3.25249,-0.0061269,0.158905,0.268957,0.125868,0.09535,1.00022,0.430138,0.582065,0.955571,2.11015,2.04228,0.639492,1.48052,1.64641,2.64467,-0.826215,-1.00939,-0.181785,-0.0194462,-0.326196,-0.822146,-1.52901,-3.46158,-0.232835
1145,84,Female,Not answered,Single,No,Bereaved,3,NA,,20260909002,-2.59305,-1.46682,-1.65923,-2.70245,-3.17343,-0.0338308,0.155744,0.0736224,0.141299,0.148707,1.36628,0.680324,0.733668,0.986627,2.20571,2.26035,0.68917,1.41878,1.65209,2.38964,-0.902819,-1.05755,-0.118754,0.0807007,-0.338437,-0.777785,-1.52021,-3.43929,-0.183611
1146,44,Male,Christian,Married,Yes,Bereaved,2,NA,,20260909002,-2.45491,-1.21972,-1.54231,-2.45086,-3.0897,-0.132247,0.0154607,0.0281658,-0.00986199,-0.0929629,1.19619,0.420231,0.509377,0.754174,2.3401,2.01485,0.406186,1.30076,1.42167,2.33208,-0.880137,-1.08351,-0.191202,-0.0105225,-0.301818,-0.789381,-1.55691,-3.51408,-0.223937
1147,21,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.11134,-1.14882,-1.55785,-2.55553,-3.00539,-0.364411,-0.00859819,0.0762664,0.116709,-0.047412,1.06943,0.399244,0.550218,0.803682,1.88056,2.02514,0.570305,1.33971,1.44637,2.475,-0.83665,-1.00819,-0.154677,0.0493928,-0.319426,-0.732476,-1.54984,-3.52258,-0.205347
1148,75,Female,Christian,Widowed,No,None,1,NA,,20260909002,-2.25358,-1.1738,-1.44683,-2.53065,-3.16766,-0.304599,-0.156443,-0.178658,-0.0599925,-0.177944,1.21,0.607731,0.599046,1.07873,2.29337,2.18484,0.705503,1.52357,1.70825,2.70928,-0.873902,-1.04236,-0.185574,0.00600869,-0.350613,-0.800029,-1.51914,-3.52185,-0.183518
1149,31,Male,No religion,Single,Yes,Had COVID,3,NA,,20260909002,-2.55452,-1.27312,-1.58816,-2.64445,-3.23406,0.0724414,0.0816669,0.0915907,0.20207,0.22235,1.29959,0.532285,0.629808,0.991258,2.11768,2.22574,0.58314,1.41096,1.70624,2.51498,-0.845199,-1.0526199999999999,-0.24059,-0.0445507,-0.336721,-0.773772,-1.49487,-3.45401,-0.239848
1150,62,Male,No religion,Divorced,No,Bereaved,4,NA,,20260909002,-2.38765,-1.26968,-1.48996,-2.363,-3.06756,-0.0772559,0.0401636,0.124796,0.0387475,0.00637435,1.00969,0.383273,0.42333,0.624569,2.12078,1.97497,0.518921,1.25356,1.34853,2.41288,-0.834622,-1.01046,-0.225016,-0.0972405,-0.365453,-0.801944,-1.50232,-3.51427,-0.235232
1151,59,Female,Christian,Divorced,No,None,4,NA,,20260909002,-2.24487,-1.22258,-1.54977,-2.55937,-3.19333,-0.144392,-0.106128,0.0659633,0.0546344,-0.134261,1.0813,0.525832,0.552139,1.07822,2.18436,2.04703,0.602458,1.35949,1.59897,2.59275,-0.818701,-1.02818,-0.102785,0.0420143,-0.320902,-0.786388,-1.51834,-3.43798,-0.200594
1152,19,Female,Muslim,Single,No,None,4,NA,,20260909002,-2.38708,-1.36995,-1.50803,-2.5149,-3.27604,-0.0543762,0.0423689,0.0457549,0.104552,0.220578,1.02604,0.411307,0.318669,0.725812,1.93947,1.95661,0.580382,1.17807,1.39763,2.38184,-0.843082,-1.0864,-0.151791,-0.0189103,-0.38211,-0.795242,-1.56946,-3.55287,-0.211746
1153,66,Female,No religion,Widowed,No,None,1,NA,,20260909002,-2.45942,-1.30486,-1.61571,-2.4889,-3.09722,-0.0552179,0.00265535,0.139142,0.0809912,-0.0100143,1.22138,0.580739,0.624051,0.857216,2.13929,2.27192,0.73906,1.46266,1.45275,2.58945,-0.826239,-1.01656,-0.222382,6.9639e-4,-0.275884,-0.709441,-1.48155,-3.43044,-0.188296
1154,70,Female,Christian,Married,No,None,3,4,Conspiracy Ideation,20260909002,-2.39752,-1.41528,-1.66765,-2.69644,-3.23628,-0.0982946,-0.0164017,0.148919,0.065027,0.0443048,1.22874,0.733523,0.776751,1.18199,2.35476,2.00481,0.719213,1.45454,1.54308,2.485,-0.896426,-1.05219,-0.19767,0.00473596,-0.288623,-0.726488,-1.4634,-3.40057,-0.216958
1155,66,Female,Christian,Divorced,No,None,4,NA,,20260909002,-2.29082,-1.32169,-1.57283,-2.5767,-3.24994,-0.186446,-0.0757292,0.0107361,-0.0721862,-0.0751434,0.963283,0.536711,0.601938,0.836864,2.28188,1.98237,0.739714,1.44733,1.56308,2.58643,-0.863868,-1.04863,-0.192176,0.0533552,-0.314028,-0.770444,-1.55245,-3.51917,-0.204122
1156,34,Female,No religion,Divorced,Yes,None,4,NA,,20260909002,-2.29326,-1.32637,-1.66587,-2.73971,-3.16958,-0.110264,0.0408515,0.135772,0.278556,-0.052251,1.09457,0.607334,0.610603,0.888851,2.19753,2.05839,0.603405,1.41252,1.64035,2.52433,-0.91662,-1.05395,-0.153626,0.00602013,-0.286407,-0.770542,-1.54375,-3.53296,-0.231578
1157,48,Male,No religion,Single,Yes,Long COVID,3,NA,,20260909002,-2.32065,-1.2846,-1.39924,-2.36405,-2.95141,-0.0518291,0.0921638,0.067242,0.278911,-0.137588,1.07801,0.38416,0.314155,0.412999,1.92343,1.87068,0.470904,1.13455,1.28925,2.19872,-0.876484,-1.02804,-0.18921,-0.0292817,-0.318266,-0.856083,-1.48347,-3.45989,-0.241593
1158,65,Female,No religion,Married,No,Had COVID,1,NA,,20260909002,-2.25198,-1.12073,-1.52529,-2.24317,-3.23842,-0.172418,-0.0762817,0.0577416,-0.103203,0.0563182,1.03776,0.399811,0.517321,0.634316,2.18048,1.92812,0.399344,1.28906,1.2,2.51357,-0.869299,-1.03259,-0.21917,0.00250824,-0.320065,-0.808703,-1.51392,-3.45656,-0.221566
1159,50,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-2.22829,-1.179,-1.52074,-2.35969,-3.00353,-0.137254,0.101241,0.126214,0.0139316,-0.0118073,1.05522,0.407167,0.582217,0.949205,2.14238,1.88556,0.497368,1.39051,1.40708,2.4583,-0.866755,-1.0118,-0.214823,-0.0267426,-0.281575,-0.754865,-1.53207,-3.51598,-0.203147
1160,58,Male,Muslim,Married,No,Had COVID,2,NA,,20260909002,-2.51272,-1.32994,-1.64146,-2.66092,-3.11884,-0.309011,-0.11281,0.0921672,-0.0340145,-0.231198,1.34178,0.614939,0.635194,1.04243,2.26168,2.20994,0.583344,1.32833,1.61898,2.45461,-0.821699,-1.02368,-0.166463,0.0364926,-0.349749,-0.825754,-1.55743,-3.50501,-0.245798
1161,61,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-2.40091,-1.28377,-1.62778,-2.6677399999999998,-3.29667,-0.119216,0.00485995,0.0771851,0.139911,-0.104015,1.11579,0.470011,0.620037,0.935021,2.22306,1.9776,0.439587,1.43503,1.46109,2.51018,-0.9307,-1.06302,-0.188671,0.0617383,-0.340016,-0.817307,-1.53677,-3.54318,-0.261987
